"","X","Fecha","Hora","Bosque","Transecto","Planta","Polinizador","sexo","capturado","Codigo","Observaciones","Fecha2","b","Pollinator_id","Pollinator_genus","Pollinator_sps","Pollinator_family","Periodo","julian","Year","Site"
"134",134,"04/05/21","13:30:00","3",2,"Ranunculus repens","","","si",25,"","2021-05-04","2021-05-04 25","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",3,123,2021,"Gorbea"
"135",135,"04/05/21","13:30:00","3",2,"Potentilla montana","?=24","","no",NA,"","2021-05-04","2021-05-04 NA","Lasioglossum tricinctum","Lasioglossum","tricinctum","Halictidae",3,123,2021,"Gorbea"
"136",136,"04/05/21","13:30:00","3",2,"Bellis perennis","Eupeodes sp.","","no",NA,"","2021-05-04","2021-05-04 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae",3,123,2021,"Gorbea"
"137",137,"04/05/21","13:30:00","3",2,"Potentilla erecta","?=24","","no",NA,"","2021-05-04","2021-05-04 NA","Lasioglossum tricinctum","Lasioglossum","tricinctum","Halictidae",3,123,2021,"Gorbea"
"138",138,"04/05/21","13:30:00","3",2,"Lathyrus linifolius","Bombus lapidarius","","no",NA,"","2021-05-04","2021-05-04 NA","Bombus lapidarius","Bombus","lapidarius","Apidae",3,123,2021,"Gorbea"
"139",139,"04/05/21","13:30:00","3",2,"Bellis perennis","Curculionoidea","","no",NA,"fotos (superfamilia curculionoidea)","2021-05-04","2021-05-04 NA","Curculionoidea","Curculionoidea","",NA,3,123,2021,"Gorbea"
"140",140,"04/05/21","13:30:00","3",2,"Potentilla erecta","?=24","","no",NA,"","2021-05-04","2021-05-04 NA","Lasioglossum tricinctum","Lasioglossum","tricinctum","Halictidae",3,123,2021,"Gorbea"
"141",141,"04/05/21","13:30:00","3",2,"Potentilla montana","?=25","","no",NA,"","2021-05-04","2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",3,123,2021,"Gorbea"
"142",142,"04/05/21","13:30:00","3",2,"Potentilla montana","?=24","","no",NA,"","2021-05-04","2021-05-04 NA","Lasioglossum tricinctum","Lasioglossum","tricinctum","Halictidae",3,123,2021,"Gorbea"
"143",143,"04/05/21","16:00:00","3",3,"Ranunculus repens","?=25","","no",NA,"","2021-05-04","2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",3,123,2021,"Gorbea"
"144",144,"04/05/21","16:00:00","3",3,"Potentilla erecta","?=25","","no",NA,"","2021-05-04","2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",3,123,2021,"Gorbea"
"145",145,"04/05/21","16:00:00","3",3,"Bellis perennis","?=25","","no",NA,"","2021-05-04","2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",3,123,2021,"Gorbea"
"146",146,"04/05/21","16:00:00","3",3,"Potentilla montana","?=25","","no",NA,"","2021-05-04","2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",3,123,2021,"Gorbea"
"147",147,"04/05/21","16:00:00","3",3,"Potentilla erecta","?=25","","no",NA,"","2021-05-04","2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",3,123,2021,"Gorbea"
"148",148,"04/05/21","16:00:00","3",3,"Potentilla montana","?=25","","no",NA,"","2021-05-04","2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",3,123,2021,"Gorbea"
"149",149,"04/05/21","16:00:00","3",3,"Potentilla montana","?=25","","no",NA,"","2021-05-04","2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",3,123,2021,"Gorbea"
"150",150,"04/05/21","16:00:00","3",3,"Potentilla erecta","?=25","","no",NA,"","2021-05-04","2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",3,123,2021,"Gorbea"
"151",151,"04/05/21","16:00:00","3",3,"Bellis perennis","?=25","","no",NA,"","2021-05-04","2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",3,123,2021,"Gorbea"
"152",152,"04/05/21","16:00:00","3",3,"Potentilla montana","","","si",26,"","2021-05-04","2021-05-04 26","Andrena bicolor","Andrena","bicolor","Andrenidae",3,123,2021,"Gorbea"
"153",153,"04/05/21","16:00:00","3",3,"Potentilla montana","Pyrgus malvoides","","no",NA,"","2021-05-04","2021-05-04 NA","Pyrgus malvoides","Pyrgus","malvoides","Lepidoptera",3,123,2021,"Gorbea"
"154",154,"06/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-06","2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae",3,125,2021,"Gorbea"
"155",155,"06/05/21","10:30:00","1",1,"Taraxacum sp.","Eristalis tenax","","no",NA,"","2021-05-06","2021-05-06 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",3,125,2021,"Gorbea"
"156",156,"06/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-06","2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae",3,125,2021,"Gorbea"
"157",157,"06/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-06","2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae",3,125,2021,"Gorbea"
"158",158,"06/05/21","10:30:00","1",1,"Bellis perennis","","","si",27,"","2021-05-06","2021-05-06 27","Eupeodes corollae","Eupeodes","corollae","Syrphidae",3,125,2021,"Gorbea"
"159",159,"06/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-06","2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae",3,125,2021,"Gorbea"
"160",160,"06/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-06","2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae",3,125,2021,"Gorbea"
"161",161,"06/05/21","10:30:00","1",1,"Bellis perennis","Eristalis sp.","","no",NA,"","2021-05-06","2021-05-06 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",3,125,2021,"Gorbea"
"162",162,"06/05/21","10:30:00","1",1,"Scilla verna","Eristalis tenax","","no",NA,"","2021-05-06","2021-05-06 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",3,125,2021,"Gorbea"
"163",163,"06/05/21","10:30:00","1",1,"Taraxacum sp.","Eristalis tenax","","no",NA,"","2021-05-06","2021-05-06 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",3,125,2021,"Gorbea"
"164",164,"06/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-06","2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae",3,125,2021,"Gorbea"
"165",165,"06/05/21","10:30:00","1",1,"Taraxacum sp.","","","si",28,"","2021-05-06","2021-05-06 28","Cheilosia sp","Cheilosia","sp","Syrphidae",3,125,2021,"Gorbea"
"166",166,"06/05/21","10:30:00","1",1,"Bellis perennis","?=33","","no",NA,"","2021-05-06","2021-05-06 NA","Diptera","Diptera","","Diptera",3,125,2021,"Gorbea"
"167",167,"06/05/21","10:30:00","1",1,"Bellis perennis","?=33","","no",NA,"","2021-05-06","2021-05-06 NA","Diptera","Diptera","","Diptera",3,125,2021,"Gorbea"
"168",168,"06/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-06","2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae",3,125,2021,"Gorbea"
"169",169,"06/05/21","13:30:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-06","2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae",3,125,2021,"Gorbea"
"170",170,"06/05/21","13:30:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-06","2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae",3,125,2021,"Gorbea"
"171",171,"06/05/21","13:30:00","1",2,"Primula elatior","Bombus pascuorum","","no",NA,"","2021-05-06","2021-05-06 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",3,125,2021,"Gorbea"
"172",172,"06/05/21","13:30:00","1",2,"Hutchinsia alpina","?=28","","no",NA,"","2021-05-06","2021-05-06 NA","Cheilosia sp","Cheilosia","sp","Syrphidae",3,125,2021,"Gorbea"
"173",173,"06/05/21","13:30:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-06","2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae",3,125,2021,"Gorbea"
"174",174,"06/05/21","13:30:00","1",2,"Erysimum gorbeanum","","","si",29,"","2021-05-06","2021-05-06 29","Lasioglossum tricinctum","Lasioglossum","tricinctum","Halictidae",3,125,2021,"Gorbea"
"175",175,"06/05/21","13:30:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-06","2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae",3,125,2021,"Gorbea"
"176",176,"06/05/21","13:30:00","1",2,"Taraxacum sp.","Andrena cf morio","","no",NA,"","2021-05-06","2021-05-06 NA","Andrena cf morio","Andrena","cf morio","Andrenidae",3,125,2021,"Gorbea"
"177",177,"06/05/21","16:00:00","1",3,"Viola riviniana","","","si",30,"","2021-05-06","2021-05-06 30","Anthophora plumipes","Anthophora","plumipes","Apidae",3,125,2021,"Gorbea"
"178",178,"06/05/21","16:00:00","1",3,"Scilla verna","","","si",31,"","2021-05-06","2021-05-06 31","Episyrphus sp","Episyrphus","sp","Syrphidae",3,125,2021,"Gorbea"
"179",179,"06/05/21","16:00:00","1",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-06","2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae",3,125,2021,"Gorbea"
"180",180,"06/05/21","16:00:00","1",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-06","2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae",3,125,2021,"Gorbea"
"181",181,"06/05/21","16:00:00","1",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-06","2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae",3,125,2021,"Gorbea"
"182",182,"06/05/21","16:00:00","1",3,"Bellis perennis","Eristalis tenax","","no",NA,"","2021-05-06","2021-05-06 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",3,125,2021,"Gorbea"
"183",183,"06/05/21","16:00:00","1",3,"Bellis perennis","?=27","","no",NA,"","2021-05-06","2021-05-06 NA","Eupeodes corollae","Eupeodes","corollae","Syrphidae",3,125,2021,"Gorbea"
"184",184,"06/05/21","16:00:00","1",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-06","2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae",3,125,2021,"Gorbea"
"185",185,"07/05/21","10:30:00","2",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"186",186,"07/05/21","10:30:00","2",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"187",187,"07/05/21","10:30:00","2",1,"Taraxacum sp.","Eristalis tenax","","no",NA,"","2021-05-07","2021-05-07 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",4,126,2021,"Gorbea"
"188",188,"07/05/21","10:30:00","2",1,"Taraxacum sp.","Pieris napi","","no",NA,"","2021-05-07","2021-05-07 NA","Pieris napi","Pieris","napi","Lepidoptera",4,126,2021,"Gorbea"
"189",189,"07/05/21","13:00:00","2",2,"Taraxacum sp.","","","si",34,"","2021-05-07","2021-05-07 34","Platycheirus albimanus","Platycheirus","albimanus","Syrphidae",4,126,2021,"Gorbea"
"190",190,"07/05/21","13:00:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"191",191,"07/05/21","13:00:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"192",192,"07/05/21","13:00:00","2",2,"Bellis perennis","Eupeodes sp.","","no",NA,"","2021-05-07","2021-05-07 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae",4,126,2021,"Gorbea"
"193",193,"07/05/21","13:00:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"194",194,"07/05/21","13:00:00","2",2,"Pedicularis sylvatica subsp. sylvatica","Bombus pascuorum","","no",NA,"","2021-05-07","2021-05-07 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",4,126,2021,"Gorbea"
"195",195,"07/05/21","13:00:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"196",196,"07/05/21","13:00:00","2",2,"Viola riviniana","Bombus pascuorum","","no",NA,"","2021-05-07","2021-05-07 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",4,126,2021,"Gorbea"
"197",197,"07/05/21","13:00:00","2",2,"Taraxacum sp.","Bombus pascuorum","","no",NA,"","2021-05-07","2021-05-07 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",4,126,2021,"Gorbea"
"198",198,"07/05/21","13:00:00","2",2,"Bellis perennis","Eristalis tenax","","no",NA,"","2021-05-07","2021-05-07 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",4,126,2021,"Gorbea"
"199",199,"07/05/21","13:00:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"200",200,"07/05/21","13:00:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"201",201,"07/05/21","13:00:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"202",202,"07/05/21","13:00:00","2",2,"Taraxacum sp.","?=34","","no",NA,"","2021-05-07","2021-05-07 NA","Platycheirus albimanus","Platycheirus","albimanus","Syrphidae",4,126,2021,"Gorbea"
"203",203,"07/05/21","15:30:00","2",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"204",204,"07/05/21","15:30:00","2",3,"Bellis perennis","","","si",35,"","2021-05-07","2021-05-07 35","Lucilia silvarum","Lucilia","silvarum","Calliphoridae",4,126,2021,"Gorbea"
"205",205,"07/05/21","15:30:00","2",3,"Taraxacum sp.","Apis mellifera","","",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"206",206,"07/05/21","15:30:00","2",3,"Taraxacum sp.","Apis mellifera","","",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"207",207,"07/05/21","15:30:00","2",3,"Taraxacum sp.","Apis mellifera","","",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"208",208,"07/05/21","15:30:00","2",3,"Taraxacum sp.","Apis mellifera","","",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"209",209,"07/05/21","15:30:00","2",3,"Taraxacum sp.","Apis mellifera","","",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"210",210,"07/05/21","15:30:00","2",3,"Bellis perennis","Eupeodes sp.","","",NA,"","2021-05-07","2021-05-07 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae",4,126,2021,"Gorbea"
"211",211,"07/05/21","15:30:00","2",3,"Taraxacum sp.","Apis mellifera","","",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"212",212,"07/05/21","15:30:00","2",3,"Taraxacum sp.","Apis mellifera","","",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"213",213,"07/05/21","15:30:00","2",3,"Taraxacum sp.","Eristalis tenax","","",NA,"","2021-05-07","2021-05-07 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",4,126,2021,"Gorbea"
"214",214,"07/05/21","15:30:00","2",3,"Taraxacum sp.","Apis mellifera","","",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"215",215,"07/05/21","15:30:00","2",3,"Taraxacum sp.","Apis mellifera","","",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"216",216,"07/05/21","15:30:00","2",3,"Taraxacum sp.","Apis mellifera","","",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"217",217,"07/05/21","15:30:00","2",3,"Taraxacum sp.","Apis mellifera","","",NA,"","2021-05-07","2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae",4,126,2021,"Gorbea"
"218",218,"07/05/21","15:30:00","2",3,"Bellis perennis","Pararge aegeria","","",NA,"","2021-05-07","2021-05-07 NA","Pararge aegeria","Pararge","aegeria","Lepidoptera",4,126,2021,"Gorbea"
"219",219,"10/05/21","10:00:00","4",1,"Ranunculus repens","Sphaerophoria scripta","hembra","no",NA,"","2021-05-10","2021-05-10 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",2,129,2021,"Gorbea"
"220",220,"10/05/21","10:00:00","4",1,"Scilla verna","?=11","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"221",221,"10/05/21","10:00:00","4",1,"Scilla verna","Eristalis tenax","","no",NA,"","2021-05-10","2021-05-10 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",2,129,2021,"Gorbea"
"222",222,"10/05/21","13:00:00","4",2,"Bellis perennis","","","si",36,"","2021-05-10","2021-05-10 36","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"223",223,"10/05/21","13:00:00","4",2,"Bellis perennis","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"224",224,"10/05/21","13:00:00","4",2,"Bellis perennis","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"225",225,"10/05/21","13:00:00","4",2,"Bellis perennis","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"226",226,"10/05/21","13:00:00","4",2,"Bellis perennis","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"227",227,"10/05/21","13:00:00","4",2,"Bellis perennis","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"228",228,"10/05/21","13:00:00","4",2,"Bellis perennis","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"229",229,"10/05/21","13:00:00","4",2,"Bellis perennis","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"230",230,"10/05/21","13:00:00","4",2,"Bellis perennis","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"231",231,"10/05/21","13:00:00","4",2,"Bellis perennis","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"232",232,"10/05/21","13:00:00","4",2,"Bellis perennis","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"233",233,"10/05/21","13:00:00","4",2,"Scilla verna","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"234",234,"10/05/21","13:00:00","4",2,"Scilla verna","","","si",37,"","2021-05-10","2021-05-10 37","Andrena bicolor","Andrena","bicolor","Andrenidae",2,129,2021,"Gorbea"
"235",235,"10/05/21","13:00:00","4",2,"Ranunculus repens","Eristalis tenax","","",NA,"","2021-05-10","2021-05-10 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",2,129,2021,"Gorbea"
"236",236,"10/05/21","13:00:00","4",2,"Bellis perennis","Eristalis tenax","","",NA,"","2021-05-10","2021-05-10 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",2,129,2021,"Gorbea"
"237",237,"10/05/21","15:30:00","4",3,"Scilla verna","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"238",238,"10/05/21","15:30:00","4",3,"Scilla verna","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"239",239,"10/05/21","15:30:00","4",3,"Scilla verna","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"240",240,"10/05/21","15:30:00","4",3,"Scilla verna","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"241",241,"10/05/21","15:30:00","4",3,"Potentilla erecta","Sphaerophoria scripta","macho","no",NA,"","2021-05-10","2021-05-10 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",2,129,2021,"Gorbea"
"242",242,"10/05/21","15:30:00","4",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-10","2021-05-10 NA","Apis mellifera","Apis","mellifera","Apidae",2,129,2021,"Gorbea"
"243",243,"10/05/21","15:30:00","4",3,"Bellis perennis","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"244",244,"10/05/21","15:30:00","4",3,"Bellis perennis","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"245",245,"10/05/21","15:30:00","4",3,"Bellis perennis","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"246",246,"10/05/21","15:30:00","4",3,"Bellis perennis","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"247",247,"10/05/21","15:30:00","4",3,"Bellis perennis","?=36","","no",NA,"","2021-05-10","2021-05-10 NA","Empis sp","Empis","sp","Empididae",2,129,2021,"Gorbea"
"248",248,"10/05/21","15:30:00","4",3,"Taraxacum sp.","?=37","","no",NA,"","2021-05-10","2021-05-10 NA","Andrena bicolor","Andrena","bicolor","Andrenidae",2,129,2021,"Gorbea"
"249",249,"14/05/21","10:30:00","5",1,"Scilla verna","?=22","","no",NA,"Moito frío","2021-05-14","2021-05-14 NA","Empis sp","Empis","sp","Empididae",3,133,2021,"Gorbea"
"250",250,"14/05/21","10:30:00","5",1,"Ranunculus repens","coleopteros liña laranxa foto","","no",NA,"Moito frío","2021-05-14","2021-05-14 NA","coleopteros liña laranxa foto","coleopteros","liña laranxa foto","Coleoptera",3,133,2021,"Gorbea"
