"","Fecha","Hora","Bosque","Transecto","Planta","Polinizador","sexo","capturado","Codigo","Observaciones","Fecha2","b","Polinizador_curro","Pollinator_genus","Pollinator_sps","Pollinator_family","Periodo","julian"
"454","27/05/21","16:00:00",4,"3","Polygala vulgaris","","","si",64,"",2021-05-27,"2021-05-27 64","Melanostoma scalare","Melanostoma","scalare","Syrphidae","3",146
"455","27/05/21","16:00:00",4,"3","Ranunculus repens","","","si",65,"",2021-05-27,"2021-05-27 65","Eupeodes corollae","Eupeodes","corollae","Syrphidae","3",146
"456","27/05/21","16:00:00",4,"3","Potentilla erecta","?=62","","no",NA,"",2021-05-27,"2021-05-27 NA","Formicidae","Formicidae","","Formicidae","3",146
"457","27/05/21","16:00:00",4,"3","Ranunculus repens","Sphaerophoria scripta","macho","no",NA,"",2021-05-27,"2021-05-27 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","3",146
"458","28/05/21","10:50:00",5,"1","Taraxacum sp.","?=48","","no",NA,"",2021-05-28,"2021-05-28 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",147
"459","28/05/21","10:50:00",5,"1","Taraxacum sp.","?=48","","no",NA,"",2021-05-28,"2021-05-28 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",147
"460","28/05/21","10:50:00",5,"1","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-28,"2021-05-28 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",147
"461","28/05/21","10:50:00",5,"1","Bellis perennis","?=C56","","no",NA,"",2021-05-28,"2021-05-28 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae","5",147
"462","28/05/21","13:30:00",5,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-28,"2021-05-28 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",147
"463","28/05/21","13:30:00",5,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-28,"2021-05-28 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",147
"464","28/05/21","13:30:00",5,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-28,"2021-05-28 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",147
"465","28/05/21","13:30:00",5,"2","Bellis perennis","?=C56","","no",NA,"",2021-05-28,"2021-05-28 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae","5",147
"466","28/05/21","13:30:00",5,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-28,"2021-05-28 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",147
"467","28/05/21","13:30:00",5,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-28,"2021-05-28 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",147
"468","28/05/21","13:30:00",5,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-28,"2021-05-28 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",147
"469","28/05/21","13:30:00",5,"2","Myosotis lamottiana","Sphaerophoria scripta","macho","no",NA,"",2021-05-28,"2021-05-28 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",147
"470","28/05/21","13:30:00",5,"2","Bellis perennis","?=C56","","no",NA,"",2021-05-28,"2021-05-28 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae","5",147
"471","28/05/21","13:30:00",5,"2","Ranunculus repens","Eupeodes sp.","","",NA,"",2021-05-28,"2021-05-28 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae","5",147
"472","28/05/21","13:30:00",5,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-28,"2021-05-28 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",147
"473","28/05/21","13:30:00",5,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-28,"2021-05-28 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",147
"474","28/05/21","13:30:00",5,"2","Bellis perennis","?=C56","","no",NA,"",2021-05-28,"2021-05-28 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae","5",147
"475","28/05/21","13:30:00",5,"2","Taraxacum sp.","?=48","","no",NA,"",2021-05-28,"2021-05-28 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",147
"476","28/05/21","13:30:00",5,"2","Taraxacum sp.","","","si",67,"",2021-05-28,"2021-05-28 67","Sphegina sp","Sphegina","sp","Syrphidae","5",147
"477","28/05/21","13:30:00",5,"2","Bellis perennis","?=C56","","no",NA,"",2021-05-28,"2021-05-28 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae","5",147
"478","28/05/21","13:30:00",5,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-28,"2021-05-28 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",147
"479","28/05/21","13:30:00",5,"2","Bellis perennis","","","si",68,"",2021-05-28,"2021-05-28 68","Eupeodes corollae","Eupeodes","corollae","Syrphidae","5",147
"480","28/05/21","13:30:00",5,"2","Bellis perennis","?=68","","no",NA,"",2021-05-28,"2021-05-28 NA","Eupeodes corollae","Eupeodes","corollae","Syrphidae","5",147
"481","28/05/21","13:30:00",5,"2","Bellis perennis","?=C56","","no",NA,"",2021-05-28,"2021-05-28 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae","5",147
"482","28/05/21","13:30:00",5,"2","Taraxacum sp.","?=48","","no",NA,"",2021-05-28,"2021-05-28 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",147
"483","28/05/21","13:30:00",5,"2","Bellis perennis","Episyrphus balteatus","","no",NA,"",2021-05-28,"2021-05-28 NA","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae","5",147
"484","28/05/21","16:00:00",5,"3","Ranunculus repens","","","si",69,"el transecto 3 solo duró 20 min, comenzó a llover a cachón",2021-05-28,"2021-05-28 69","Pyrrhocoris sp","Pyrrhocoris","sp","Pyrrhocoridae","5",147
"485","28/05/21","16:00:00",5,"3","Bellis perennis","?=C56","","no",NA,"",2021-05-28,"2021-05-28 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae","5",147
"486","28/05/21","16:00:00",5,"3","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-28,"2021-05-28 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",147
"487","28/05/21","16:00:00",5,"3","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-28,"2021-05-28 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",147
"488","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"489","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"490","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"491","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"492","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"493","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"494","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"495","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"496","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"497","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"498","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"499","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"500","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"501","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"502","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"503","31/05/21","10:30:00",1,"1","Bellis perennis","Eupeodes sp.","","no",NA,"",2021-05-31,"2021-05-31 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae","5",150
"504","31/05/21","10:30:00",1,"1","Taraxacum sp.","?=48","","no",NA,"",2021-05-31,"2021-05-31 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",150
"505","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"506","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"507","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"508","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"509","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"510","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"511","31/05/21","10:30:00",1,"1","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"512","31/05/21","10:30:00",1,"1","Taraxacum sp.","Eristalis tenax","","no",NA,"",2021-05-31,"2021-05-31 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","5",150
"513","31/05/21","10:30:00",1,"1","Taraxacum sp.","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"514","31/05/21","10:30:00",1,"1","Taraxacum sp.","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"515","31/05/21","10:30:00",1,"1","Taraxacum sp.","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"516","31/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-31,"2021-05-31 NA","Apis mellifera","Apis","mellifera","Apidae","5",150
"517","31/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-31,"2021-05-31 NA","Apis mellifera","Apis","mellifera","Apidae","5",150
"518","31/05/21","10:30:00",1,"1","Vicia pyrenaica","","","si",70,"",2021-05-31,"2021-05-31 70","Eucera nigrescens","Eucera","nigrescens","Apidae","5",150
"519","31/05/21","10:30:00",1,"1","Vicia pyrenaica","?=70","","no",NA,"",2021-05-31,"2021-05-31 NA","Eucera nigrescens","Eucera","nigrescens","Apidae","5",150
"520","31/05/21","10:30:00",1,"1","Vicia pyrenaica","?=70","","no",NA,"",2021-05-31,"2021-05-31 NA","Eucera nigrescens","Eucera","nigrescens","Apidae","5",150
"521","31/05/21","10:30:00",1,"1","Ranunculus repens","","","si",71,"",2021-05-31,"2021-05-31 71","Melanostoma scalare","Melanostoma","scalare","Syrphidae","5",150
"522","31/05/21","10:30:00",1,"1","Vicia pyrenaica","?=70","","no",NA,"",2021-05-31,"2021-05-31 NA","Eucera nigrescens","Eucera","nigrescens","Apidae","5",150
"523","31/05/21","10:30:00",1,"1","Vicia pyrenaica","?=70","","no",NA,"",2021-05-31,"2021-05-31 NA","Eucera nigrescens","Eucera","nigrescens","Apidae","5",150
"524","31/05/21","10:30:00",1,"1","Vicia pyrenaica","","","si",72,"",2021-05-31,"2021-05-31 72","Bombus pascuorum","Bombus","pascuorum","Apidae","5",150
"525","31/05/21","10:30:00",1,"1","Vicia pyrenaica","?=70","","no",NA,"",2021-05-31,"2021-05-31 NA","Eucera nigrescens","Eucera","nigrescens","Apidae","5",150
"526","31/05/21","13:30:00",1,"2","Vicia pyrenaica","Macroglossum stellatarum","","no",NA,"",2021-05-31,"2021-05-31 NA","Macroglossum stellatarum","Macroglossum","stellatarum","Lepidoptera","5",150
"527","31/05/21","13:30:00",1,"2","Bellis perennis","Macroglossum stellatarum","","no",NA,"",2021-05-31,"2021-05-31 NA","Macroglossum stellatarum","Macroglossum","stellatarum","Lepidoptera","5",150
"528","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"529","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"530","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"531","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"532","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"533","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"534","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"535","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"536","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"537","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"538","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"539","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"540","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"541","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"542","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"543","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"544","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"545","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"546","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"547","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"548","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"549","31/05/21","13:30:00",1,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"550","31/05/21","13:30:00",1,"2","Ranunculus repens","?=48","","no",NA,"",2021-05-31,"2021-05-31 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",150
"551","31/05/21","13:30:00",1,"2","Bellis perennis","Eupeodes sp.","","no",NA,"",2021-05-31,"2021-05-31 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae","5",150
"552","31/05/21","13:30:00",1,"2","Ranunculus repens","?=48","","no",NA,"",2021-05-31,"2021-05-31 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",150
"553","31/05/21","13:30:00",1,"2","Ranunculus repens","?=48","","no",NA,"",2021-05-31,"2021-05-31 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",150
"554","31/05/21","13:30:00",1,"2","Erysimum gorbeanum","?=48","","no",NA,"",2021-05-31,"2021-05-31 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",150
"555","31/05/21","13:30:00",1,"2","Vicia pyrenaica","Bombus pascuorum","","no",NA,"",2021-05-31,"2021-05-31 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","5",150
"556","31/05/21","13:30:00",1,"2","Ranunculus repens","Bombus pascuorum","","no",NA,"",2021-05-31,"2021-05-31 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","5",150
"557","31/05/21","13:30:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-31,"2021-05-31 NA","Apis mellifera","Apis","mellifera","Apidae","5",150
"558","31/05/21","13:30:00",1,"2","Vicia pyrenaica","Bombus pascuorum","","no",NA,"",2021-05-31,"2021-05-31 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","5",150
"559","31/05/21","13:30:00",1,"2","Vicia pyrenaica","Bombus pascuorum","","no",NA,"",2021-05-31,"2021-05-31 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","5",150
"560","31/05/21","16:00:00",1,"3","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"561","31/05/21","16:00:00",1,"3","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"562","31/05/21","16:00:00",1,"3","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"563","31/05/21","16:00:00",1,"3","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"564","31/05/21","16:00:00",1,"3","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"565","31/05/21","16:00:00",1,"3","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"566","31/05/21","16:00:00",1,"3","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"567","31/05/21","16:00:00",1,"3","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"568","31/05/21","16:00:00",1,"3","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-31,"2021-05-31 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",150
"569","31/05/21","16:00:00",1,"3","Bellis perennis","?=40","","no",NA,"",2021-05-31,"2021-05-31 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae","5",150
"570","31/05/21","16:00:00",1,"3","Vicia pyrenaica","Bombus pascuorum","","no",NA,"",2021-05-31,"2021-05-31 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","5",150
"571","31/05/21","16:00:00",1,"3","Geranium robertianum","?=48","","no",NA,"",2021-05-31,"2021-05-31 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","5",150
"572","31/05/21","16:00:00",1,"3","Vicia pyrenaica","Bombus pascuorum","","no",NA,"",2021-05-31,"2021-05-31 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","5",150
"573","07/06/21","10:40:00",3,"1","Prunella grandiflora","Bombus pascuorum","","no",NA,"",2021-06-07,"2021-06-07 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","6",157
"574","07/06/21","10:40:00",3,"1","Bellis perennis","Eristalis tenax","","no",NA,"",2021-06-07,"2021-06-07 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","6",157
"575","07/06/21","10:40:00",3,"1","Thymus praecox subsp. polytrichus","?=73","","no",NA,"",2021-06-07,"2021-06-07 NA","Melanostoma scalare","Melanostoma","scalare","Syrphidae","6",157
"576","07/06/21","10:40:00",3,"1","Ranunculus repens","Sphaerophoria scripta","macho","no",NA,"",2021-06-07,"2021-06-07 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","6",157
"577","07/06/21","10:40:00",3,"1","Ranunculus repens","Sphaerophoria scripta","macho","no",NA,"",2021-06-07,"2021-06-07 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","6",157
"578","07/06/21","10:40:00",3,"1","Ranunculus repens","Sphaerophoria scripta","macho","no",NA,"",2021-06-07,"2021-06-07 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","6",157
"579","07/06/21","10:40:00",3,"1","Ranunculus repens","Sphaerophoria scripta","macho","no",NA,"",2021-06-07,"2021-06-07 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","6",157
"580","07/06/21","10:40:00",3,"1","Ranunculus repens","Sphaerophoria scripta","hembra","no",NA,"",2021-06-07,"2021-06-07 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","6",157
"581","07/06/21","10:40:00",3,"1","Ranunculus repens","Sphaerophoria scripta","hembra","no",NA,"",2021-06-07,"2021-06-07 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","6",157
"582","07/06/21","10:40:00",3,"1","Helianthemum nummularium","Eristalis tenax","","no",NA,"",2021-06-07,"2021-06-07 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","6",157
"583","07/06/21","10:40:00",3,"1","Ranunculus repens","Eristalis sp.","","no",NA,"",2021-06-07,"2021-06-07 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","6",157
"584","07/06/21","10:40:00",3,"1","Ranunculus repens","?=91","","no",NA,"",2021-06-07,"2021-06-07 NA","Chrysolina sp","Chrysolina","sp","Chrysomelidae","6",157
"585","07/06/21","10:40:00",3,"1","Potentilla montana","Sphaerophoria scripta","","no",NA,"",2021-06-07,"2021-06-07 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","6",157
"586","07/06/21","10:40:00",3,"1","Bellis perennis","Sphaerophoria scripta","","no",NA,"",2021-06-07,"2021-06-07 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","6",157
"587","07/06/21","10:40:00",3,"1","Ranunculus repens","?=73","","no",NA,"",2021-06-07,"2021-06-07 NA","Melanostoma scalare","Melanostoma","scalare","Syrphidae","6",157
"588","07/06/21","10:40:00",3,"1","Lotus corniculatus","Pyrgus malvoides","","no",NA,"",2021-06-07,"2021-06-07 NA","Pyrgus malvoides","Pyrgus","malvoides","Lepidoptera","6",157
"589","07/06/21","10:40:00",3,"1","Bellis perennis","Sphaerophoria scripta","","no",NA,"",2021-06-07,"2021-06-07 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","6",157
"590","07/06/21","10:40:00",3,"1","Medicago lupulina","?=73","","no",NA,"",2021-06-07,"2021-06-07 NA","Melanostoma scalare","Melanostoma","scalare","Syrphidae","6",157
"591","07/06/21","10:40:00",3,"1","Prunella grandiflora","Bombus lapidarius","","no",NA,"",2021-06-07,"2021-06-07 NA","Bombus lapidarius","Bombus","lapidarius","Apidae","6",157
"592","07/06/21","13:20:00",3,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-06-07,"2021-06-07 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","6",157
